AirBnB_Listings_Table_NYC
Borough_ID,Borough,Price,Min_Number_Nights_Booked,Total_Reviews,Reviews_Per_Month,Number_of_Listings,Annual_Availability_(Days)
4,Queens,50,2,82,3.29,4,292
4,Queens,65,7,1,0.02,1,88
4,Queens,45,3,47,2.49,1,125
4,Queens,215,3,7,1.18,4,275
4,Queens,51,1,3,1.27,1,9
4,Queens,125,3,0,,1,0
4,Queens,63,10,1,0.11,1,0
4,Queens,55,10,9,1.46,2,0
4,Queens,135,3,41,1.92,1,10
4,Queens,49,1,55,1.63,1,360
4,Queens,108,4,3,0.12,1,0
4,Queens,119,7,2,0.16,1,274
4,Queens,49,1,61,6.08,4,207
4,Queens,100,5,0,,1,30
4,Queens,99,2,6,2.77,2,124
4,Queens,199,2,0,,1,110
4,Queens,206,4,52,1.76,2,308
4,Queens,150,4,0,,1,365
4,Queens,49,1,80,4.24,2,311
4,Queens,65,20,1,0.05,1,0
4,Queens,90,1,43,3.52,1,0
4,Queens,150,7,1,0.45,1,27
4,Queens,62,1,6,6,1,152
4,Queens,120,1,1,0.06,1,0
4,Queens,40,1,33,2.6,1,47
4,Queens,40,2,36,1.28,1,0
4,Queens,70,4,91,1.47,2,342
4,Queens,65,2,0,,1,0
4,Queens,200,7,2,0.07,1,0
4,Queens,115,2,115,1.5,1,309
4,Queens,150,2,1,1,1,1
4,Queens,100,1,2,0.04,2,0
4,Queens,85,6,0,,1,54
4,Queens,149,3,21,0.34,1,338
4,Queens,85,2,32,1.2,2,1
4,Queens,210,3,1,1,1,330
4,Queens,69,2,35,1.64,2,353
4,Queens,115,2,54,3.64,1,141
4,Queens,130,5,19,0.85,1,348
4,Queens,300,2,13,0.48,1,313
4,Queens,101,1,0,,1,0
4,Queens,75,1,2,2,1,62
4,Queens,90,1,1,0.04,1,0
4,Queens,59,1,0,,1,0
4,Queens,95,1,12,0.55,1,162
4,Queens,99,4,35,0.57,2,120
4,Queens,60,2,5,0.72,1,206
4,Queens,69,4,26,0.37,1,274
4,Queens,73,2,12,2.55,1,352
4,Queens,75,3,12,1.42,8,23
4,Queens,90,3,13,0.95,2,286
4,Queens,40,3,6,0.15,1,329
4,Queens,59,1,66,2.44,3,47
4,Queens,90,1,2,0.13,1,0
4,Queens,59,4,5,0.22,1,78
4,Queens,48,3,49,0.99,1,30
4,Queens,56,2,42,1.35,1,20
4,Queens,65,1,0,,1,13
4,Queens,74,2,0,,1,0
4,Queens,80,1,2,0.07,1,0
4,Queens,80,1,0,,1,0
4,Queens,39,75,7,0.27,6,364
4,Queens,125,5,1,0.08,1,88
4,Queens,65,2,5,0.31,1,76
4,Queens,50,10,1,0.07,1,0
4,Queens,45,1,36,2.78,2,39
4,Queens,99,3,50,3.16,1,14
4,Queens,185,2,50,2.23,3,297
4,Queens,125,12,3,0.1,1,31
4,Queens,80,2,16,4.49,1,17
4,Queens,60,2,34,2.38,4,335
4,Queens,70,2,8,0.29,1,0
4,Queens,130,1,109,3.93,8,320
4,Queens,50,1,0,,4,356
4,Queens,70,3,1,0.03,2,0
4,Queens,135,4,13,0.76,1,342
4,Queens,75,1,0,,1,0
4,Queens,130,1,3,2.05,1,118
4,Queens,820,1,0,,1,90
4,Queens,199,5,3,0.27,1,0
4,Queens,56,1,7,3.13,1,124
4,Queens,55,1,88,3.41,8,166
4,Queens,49,5,2,0.54,1,150
4,Queens,85,2,60,3.67,2,346
4,Queens,155,30,13,0.22,5,365
4,Queens,110,2,4,0.16,1,0
4,Queens,79,15,4,0.81,1,357
4,Queens,129,2,304,4.12,1,318
4,Queens,50,7,0,,1,0
4,Queens,130,7,0,,1,0
4,Queens,65,3,2,0.09,1,0
4,Queens,110,2,36,0.5,2,316
4,Queens,75,1,0,,1,0
4,Queens,48,10,0,,1,274
4,Queens,90,1,6,0.47,2,0
4,Queens,59,1,108,3.93,8,328
4,Queens,180,2,10,2,1,26
4,Queens,63,3,1,0.11,2,0
4,Queens,150,1,5,0.2,1,365
4,Queens,88,5,7,0.65,1,0
4,Queens,100,3,4,0.16,1,141
4,Queens,850,2,0,,3,320
4,Queens,150,3,69,1.09,2,357
4,Queens,45,14,1,0.06,1,0
4,Queens,70,2,3,1.01,1,60
4,Queens,120,1,0,,1,0
4,Queens,75,4,6,0.15,1,0
4,Queens,55,1,92,3.89,1,315
4,Queens,80,7,0,,1,0
4,Queens,85,1,12,1.3,1,365
4,Queens,60,1,1,0.08,1,0
4,Queens,69,4,8,1.73,2,242
4,Queens,89,7,2,0.2,1,0
4,Queens,90,30,4,0.18,1,358
4,Queens,200,1,3,0.77,2,333
4,Queens,59,1,70,2.65,4,322
4,Queens,99,3,0,,1,0
4,Queens,186,3,66,2.64,1,326
4,Queens,149,1,9,0.24,1,365
4,Queens,40,1,63,4.82,1,121
4,Queens,149,1,3,0.27,1,0
4,Queens,110,60,6,0.61,1,60
4,Queens,150,4,2,0.05,1,0
4,Queens,60,5,0,,1,198
4,Queens,55,3,26,1.66,8,67
4,Queens,130,3,2,0.13,1,0
4,Queens,109,2,228,3.76,1,250
4,Queens,45,2,96,3.36,6,319
4,Queens,150,2,14,0.54,1,335
4,Queens,120,2,10,4.48,1,8
4,Queens,34,85,1,0.06,1,0
4,Queens,45,14,1,0.03,1,0
4,Queens,38,1,0,,1,0
4,Queens,49,1,29,7.77,3,107
4,Queens,90,2,9,0.62,1,314
4,Queens,47,2,61,6.56,8,281
4,Queens,50,1,6,0.38,1,67
4,Queens,99,3,2,0.16,1,82
4,Queens,118,1,2,0.22,1,15
4,Queens,52,5,2,0.18,8,60
4,Queens,60,3,2,2,1,26
4,Queens,175,3,26,2.84,1,329
4,Queens,120,1,1,0.05,2,0
4,Queens,99,1,5,0.13,1,274
4,Queens,80,1,0,,1,0
4,Queens,200,1,3,3,1,350
4,Queens,38,3,1,0.04,1,0
4,Queens,103,10,0,,1,6
4,Queens,105,1,5,0.19,1,0
4,Queens,65,14,5,0.67,1,56
4,Queens,77,10,2,0.03,9,88
4,Queens,56,1,10,3.45,4,326
4,Queens,70,2,0,,1,0
4,Queens,49,1,6,2.81,1,101
4,Queens,150,7,10,0.93,2,144
4,Queens,60,1,16,7.38,4,64
4,Queens,110,1,36,3.48,1,76
4,Queens,79,2,5,0.42,1,32
4,Queens,90,1,0,,1,0
4,Queens,32,22,1,0.35,1,0
4,Queens,300,2,0,,1,148
4,Queens,40,1,1,0.06,3,0
4,Queens,30,6,0,,1,0
4,Queens,130,4,5,0.41,3,20
4,Queens,40,1,23,2.62,6,144
4,Queens,40,1,3,0.38,2,177
4,Queens,38,1,10,2.78,6,353
4,Queens,80,2,18,3.78,1,147
4,Queens,299,2,1,1,1,180
4,Queens,80,1,23,1.75,1,336
4,Queens,299,2,41,0.84,2,323
4,Queens,75,10,0,,1,365
4,Queens,99,3,2,0.22,1,179
4,Queens,200,1,30,1.2,1,350
4,Queens,239,4,0,,1,322
4,Queens,45,3,0,,3,0
4,Queens,65,3,10,1.99,5,175
4,Queens,70,2,5,0.88,1,344
4,Queens,53,2,16,1.39,2,84
4,Queens,45,3,8,1.4,5,108
4,Queens,60,3,13,2.27,5,167
4,Queens,70,1,1,1,1,53
4,Queens,40,1,2,0.4,2,180
4,Queens,34,15,18,1.81,3,62
4,Queens,35,1,12,3.3,6,359
4,Queens,169,2,0,,1,362
4,Queens,98,1,26,1.26,4,164
4,Queens,60,1,0,,1,0
4,Queens,105,2,8,4.71,1,155
4,Queens,175,2,10,0.88,1,362
4,Queens,220,4,5,1.69,1,246
4,Queens,38,1,12,1.31,6,357
4,Queens,48,3,6,0.99,5,85
4,Queens,65,1,0,,1,360
4,Queens,60,1,0,,1,361
4,Queens,151,2,35,1.55,2,103
4,Queens,50,1,0,,1,0
4,Queens,129,6,2,0.19,1,18
4,Queens,125,4,2,0.26,1,251
4,Queens,59,2,10,0.8,2,240
4,Queens,250,5,0,,1,0
4,Queens,100,1,12,0.32,2,364
4,Queens,30,5,12,1.23,3,76
4,Queens,50,1,43,5.86,6,355
4,Queens,128,2,36,1.97,4,169
4,Queens,48,3,16,2.82,5,171
4,Queens,99,1,2,0.08,2,331
4,Queens,38,1,28,,6,357
4,Queens,109,3,4,1.9,1,76
4,Queens,499,2,1,1,4,159
4,Queens,95,1,2,0.12,1,363
4,Queens,290,2,1,1,1,29
4,Queens,40,2,13,4.53,1,227
4,Queens,79,2,0,,2,77
4,Queens,184,2,86,2.28,1,347
4,Queens,189,2,37,1.55,1,345
4,Queens,60,2,15,6.92,1,219
4,Queens,99,3,2,0.08,2,57
4,Queens,90,3,1,0.09,2,340
4,Queens,89,1,1,1,2,89
4,Queens,85,1,49,3.86,1,327
4,Queens,75,2,1,0.11,1,89
4,Queens,50,3,0,,1,358
4,Queens,100,1,0,,1,178
4,Queens,50,3,28,1.15,2,365
4,Queens,100,1,5,5,1,179
4,Queens,70,1,13,0.31,1,365
4,Queens,60,2,65,2.23,1,365
4,Queens,50,3,23,0.95,2,365
4,Queens,84,1,17,3.42,1,361
4,Queens,110,2,0,,1,363
4,Queens,225,1,20,1.2,1,365
4,Queens,50,1,6,4,1,362
4,Queens,60,1,21,0.43,1,348
4,Queens,140,2,0,,1,365
4,Queens,125,2,49,1.94,1,351
4,Queens,875,1,0,,1,0
4,Queens,99,1,0,,1,365
4,Queens,74,2,14,0.57,1,267
4,Queens,42,3,0,,1,0
4,Queens,60,2,7,3.13,1,178
4,Queens,56,3,47,0.99,2,289
4,Queens,45,2,28,1.08,1,174
4,Queens,110,1,0,,1,183
4,Queens,75,1,16,0.25,2,274
4,Queens,45,1,8,3.04,4,362
4,Queens,63,3,69,1.24,1,254
4,Queens,30,1,28,3.21,3,0
4,Queens,85,2,6,0.98,1,161
4,Queens,45,1,56,2.61,3,0
4,Queens,73,5,30,2.37,2,308
4,Queens,58,14,42,1.97,3,0
4,Queens,66,3,69,1.47,2,346
4,Queens,75,1,46,4.31,4,361
4,Queens,1000,2,0,,1,363
4,Queens,46,1,32,2.33,1,79
4,Queens,45,1,124,5.84,1,282
4,Queens,48,3,51,1.73,2,172
4,Queens,75,1,58,0.91,2,275
4,Queens,85,2,0,,1,90
4,Queens,35,1,1,1,3,159
4,Queens,69,1,2,0.92,1,364
4,Queens,46,1,18,1.74,4,281
4,Queens,1100,1,0,,1,0
4,Queens,60,1,18,5.35,4,363
4,Queens,48,1,0,,1,0
4,Queens,59,1,15,7.26,1,2
4,Queens,65,1,9,3.42,3,162
4,Queens,90,1,0,,3,148
4,Queens,70,2,22,1.45,1,55
4,Queens,70,2,58,1.71,1,274
4,Queens,77,1,26,0.47,1,234
4,Queens,64,3,0,,1,51
4,Queens,55,3,0,,2,365
4,Queens,79,1,43,2.55,1,350
4,Queens,149,2,14,2.18,1,334
4,Queens,129,1,69,1.79,2,177
4,Queens,35,2,0,,1,89
4,Queens,47,1,58,5.37,2,2
4,Queens,45,3,0,,2,365
4,Queens,60,2,30,2.1,1,150
4,Queens,75,2,6,4,1,303
4,Queens,40,5,1,0.09,1,179
4,Queens,37,1,58,5.04,2,0
4,Queens,50,1,17,7.85,1,357
4,Queens,45,1,4,0.37,4,90
4,Queens,45,1,7,0.61,4,90
4,Queens,400,2,32,0.57,1,365
4,Queens,55,1,4,0.35,4,83
4,Queens,169,1,4,4,1,319
4,Queens,24,1,0,,1,0
4,Queens,68,1,4,4,1,151
4,Queens,44,1,9,0.83,4,83
4,Queens,52,1,23,1.63,1,161
4,Queens,40,10,14,1.4,2,90
4,Queens,60,3,23,1.84,7,90
4,Queens,48,15,4,0.16,4,365
4,Queens,70,3,4,0.32,1,152
4,Queens,85,7,25,1.69,1,312
4,Queens,45,1,30,1.28,4,279
4,Queens,139,3,10,0.66,7,89
4,Queens,80,1,0,,2,365
4,Queens,100,3,41,5.1,1,39
4,Queens,40,4,1,0.1,1,177
4,Queens,59,1,0,,1,364
4,Queens,55,4,3,0.79,1,60
4,Queens,65,2,29,4.24,1,306
4,Queens,58,1,5,3.66,1,338
4,Queens,48,15,11,0.64,4,180
4,Queens,45,2,24,1.03,4,345
4,Queens,45,1,3,1.41,1,151
4,Queens,59,30,0,,5,365
4,Queens,37,1,2,0.92,3,348
4,Queens,55,1,18,1.24,3,290
4,Queens,70,1,3,0.13,4,0
4,Queens,42,1,1,1,3,350
4,Queens,38,1,45,3.62,3,358
4,Queens,139,2,16,2.94,1,159
4,Queens,50,200,18,1.27,3,355
4,Queens,46,1,2,2,1,59
4,Queens,60,1,0,,1,364
4,Queens,60,1,52,2.83,4,175
4,Queens,150,1,0,,3,365
4,Queens,72,1,77,4.14,4,167
4,Queens,60,1,54,4.23,3,362
4,Queens,37,1,40,1.87,1,113
4,Queens,59,1,9,0.42,2,336
4,Queens,90,15,0,,1,89
4,Queens,32,1,49,1.59,1,357
4,Queens,95,2,4,0.24,1,364
4,Queens,79,2,18,1.26,7,137
4,Queens,45,2,3,2,3,350
4,Queens,69,1,10,10,1,59
4,Queens,55,2,39,0.54,2,89
4,Queens,30,7,2,0.09,1,0
4,Queens,65,1,41,3.97,4,175
4,Queens,85,3,6,2.25,1,0
4,Queens,40,1,20,1.13,2,71
4,Queens,50,15,8,0.43,4,365
4,Queens,125,1,12,1.31,1,353
4,Queens,79,30,0,,5,365
4,Queens,36,1,39,2.31,2,65
4,Queens,39,1,2,0.19,2,364
4,Queens,55,3,18,1.47,7,160
4,Queens,50,1,0,,1,364
4,Queens,45,1,29,1.29,4,111
4,Queens,40,1,36,2.8,3,365
4,Queens,50,1,32,2.84,4,157
4,Queens,58,7,13,0.49,4,89
4,Queens,92,1,17,2.3,1,84
4,Queens,59,5,0,,4,163
4,Queens,245,1,0,,1,0
4,Queens,53,5,0,,4,154
4,Queens,150,2,2,2,1,73
4,Queens,100,1,0,,1,215
4,Queens,45,1,107,18.66,4,334
4,Queens,65,1,284,8.08,4,295
4,Queens,70,1,0,,1,270
4,Queens,45,1,109,11.24,4,152
4,Queens,25,1,132,9.04,5,171
4,Queens,45,1,10,2.31,4,335
4,Queens,160,2,0,,1,174
4,Queens,290,3,70,2.42,1,334
4,Queens,259,2,2,2,1,268
4,Queens,68,3,1,0.11,1,0
4,Queens,199,1,0,,1,365
4,Queens,55,1,6,0.65,1,338
4,Queens,44,1,19,10,1,84
4,Queens,85,2,0,,3,39
4,Queens,100,3,34,2.62,1,270
4,Queens,124,1,0,,1,60
4,Queens,175,2,27,2.95,1,307
4,Queens,55,1,140,5.68,2,335
4,Queens,50,1,52,5.15,1,163
4,Queens,50,1,21,5.73,2,169
4,Queens,700,1,1,0.05,1,241
4,Queens,59,7,26,0.82,1,0
4,Queens,26,1,0,,3,364
4,Queens,50,4,20,0.62,4,351
4,Queens,50,2,0,,1,30
4,Queens,36,14,1,1,5,336
4,Queens,105,3,32,1.94,1,334
4,Queens,35,1,1,1,3,364
4,Queens,40,1,8,2.42,1,59
4,Queens,90,2,0,,3,39
4,Queens,120,3,69,1.84,1,317
4,Queens,90,2,4,0.76,1,360
4,Queens,46,1,343,13.52,5,152
4,Queens,55,1,144,5.37,2,344
4,Queens,139,2,10,6.98,3,130
4,Queens,55,4,10,0.44,4,336
4,Queens,99,3,122,2.24,1,348
4,Queens,24,1,0,,1,161
4,Queens,75,4,20,2.99,1,60
4,Queens,400,2,5,1.92,1,180
4,Queens,39,1,148,7.82,5,157
4,Queens,110,5,20,0.54,1,183
4,Queens,45,5,0,,1,88
4,Queens,100,2,0,,1,0
4,Queens,60,1,129,4.92,1,358
4,Queens,40,1,92,10.07,4,164
4,Queens,53,1,16,5.85,4,360
4,Queens,55,1,131,9.08,1,355
4,Queens,60,1,267,9.08,4,312
4,Queens,60,1,4,4,4,177
4,Queens,65,1,21,0.61,4,0
4,Queens,35,1,267,10.67,5,151
4,Queens,52,2,5,3.26,3,83
4,Queens,20,1,0,,3,356
4,Queens,55,1,5,4.69,4,362
4,Queens,45,5,11,0.77,4,363
4,Queens,50,4,1,1,1,279
4,Queens,50,1,1,1,1,360
4,Queens,45,1,98,10.07,4,146
4,Queens,45,1,3,1.43,1,0
4,Queens,65,3,28,0.92,4,274
4,Queens,62,1,223,4.13,2,318
4,Queens,49,1,3,3,1,227
4,Queens,45,1,0,,3,359
4,Queens,150,2,0,,1,83
4,Queens,45,1,116,15.33,4,316
4,Queens,60,1,65,10,2,354
4,Queens,100,2,0,,1,28
4,Queens,145,2,27,1.44,1,362
4,Queens,155,1,16,5.22,1,337
4,Queens,45,7,1,0.91,5,337
4,Queens,45,1,24,1.28,2,355
4,Queens,60,1,56,8.75,2,352
4,Queens,35,1,6,6,3,363
4,Queens,40,1,13,0.53,2,272
4,Queens,79,1,183,2.96,2,325
4,Queens,55,1,36,1.51,1,359
4,Queens,45,1,244,11.42,5,150
4,Queens,65,1,213,6.1,4,300
4,Queens,180,3,12,1.25,1,153
4,Queens,40,1,52,6.61,2,166
4,Queens,19,1,0,,4,360
4,Queens,33,1,134,13.67,4,159
4,Queens,45,1,18,3.65,1,0
4,Queens,101,1,0,,1,0
4,Queens,50,1,2,0.67,4,179
4,Queens,45,1,150,15.1,4,318
4,Queens,80,1,6,4.86,1,175
4,Queens,50,3,26,0.77,1,353
4,Queens,19,1,1,1,4,358
4,Queens,50,1,139,13.28,4,314
4,Queens,45,1,0,,1,82
4,Queens,70,2,17,4.59,1,114
4,Queens,49,2,2,2,1,360
4,Queens,80,2,7,4.67,1,0
4,Queens,40,2,35,0.87,3,341
4,Queens,85,3,20,0.43,1,276
4,Queens,78,2,1,0.08,1,0
4,Queens,50,1,3,3,2,63
4,Queens,40,1,51,2.27,1,257
4,Queens,50,1,5,0.53,2,0
4,Queens,85,1,12,3.53,2,170
4,Queens,43,2,26,1.43,1,264
4,Queens,59,2,10,0.27,4,354
4,Queens,52,2,42,3.7,1,283
4,Queens,45,2,14,0.63,1,347
4,Queens,45,6,2,2,3,338
4,Queens,59,1,46,0.93,2,356
4,Queens,50,5,22,3.24,2,99
4,Queens,45,3,84,1.45,4,255
4,Queens,45,1,31,1.89,7,151
4,Queens,55,1,59,3.15,7,137
4,Queens,60,2,17,3.89,4,131
4,Queens,39,7,0,,1,332
4,Queens,65,4,1,0.05,1,0
4,Queens,135,1,0,,1,365
4,Queens,119,1,19,4.67,1,202
4,Queens,79,5,39,0.54,2,297
4,Queens,109,4,11,1.95,2,80
4,Queens,199,3,0,,1,357
4,Queens,90,2,6,1.01,1,82
4,Queens,120,1,17,0.62,2,2
4,Queens,55,1,2,2,1,17
4,Queens,265,2,9,2.05,1,357
4,Queens,150,10,0,,1,88
4,Queens,75,1,7,0.41,1,356
4,Queens,60,1,1,0.04,1,0
4,Queens,28,1,0,,1,0
4,Queens,35,2,15,1.15,3,363
4,Queens,150,1,53,5.5,5,126
4,Queens,120,1,44,4.75,5,115
4,Queens,28,1,102,5.96,2,360
4,Queens,51,3,0,,1,25
4,Queens,27,1,2,1.71,7,352
4,Queens,56,3,2,0.17,1,274
4,Queens,121,1,12,4.93,1,70
4,Queens,199,3,12,1.96,1,334
4,Queens,85,2,2,0.15,3,162
4,Queens,50,3,1,0.05,1,180
4,Queens,39,1,73,6.02,2,361
4,Queens,80,2,1,0.1,3,149
4,Queens,65,20,0,,2,360
4,Queens,50,3,0,,1,0
4,Queens,50,1,0,,1,0
4,Queens,69,1,4,0.11,1,90
4,Queens,82,3,9,2.67,1,4
4,Queens,168,2,72,2.71,1,337
4,Queens,55,1,11,6.6,6,56
4,Queens,98,2,0,,1,88
4,Queens,85,2,78,2.71,2,35
4,Queens,70,1,7,0.33,1,362
4,Queens,158,2,24,1.51,1,343
4,Queens,80,1,0,,1,365
4,Queens,48,1,0,,1,75
4,Queens,125,2,1,1,2,115
4,Queens,55,2,3,3,1,354
4,Queens,55,3,16,0.55,2,215
4,Queens,55,3,8,0.22,4,345
4,Queens,90,3,3,1.84,3,0
4,Queens,39,3,11,0.79,1,31
4,Queens,85,4,1,0.77,1,20
4,Queens,50,1,2,0.23,1,0
4,Queens,99,3,22,0.35,2,306
4,Queens,85,1,16,2.79,2,167
4,Queens,60,15,0,,1,0
4,Queens,89,1,89,5.26,1,326
4,Queens,27,1,11,1.2,1,274
4,Queens,70,1,1,0.04,1,0
4,Queens,34,3,1,0.06,1,150
4,Queens,85,1,1,0.04,2,0
4,Queens,55,1,9,5.19,6,56
4,Queens,289,2,58,3.42,5,318
4,Queens,54,1,3,2.14,1,83
4,Queens,55,3,0,,2,70
4,Queens,89,1,3,0.21,3,365
4,Queens,40,1,0,,4,88
4,Queens,40,1,17,1.26,3,338
4,Queens,150,1,1,1,1,151
4,Queens,289,2,10,0.59,3,364
4,Queens,45,3,74,1.28,4,335
4,Queens,100,1,0,,1,0
4,Queens,100,2,8,4.62,4,143
4,Queens,125,1,22,2.76,1,143
4,Queens,100,2,20,2.18,4,84
4,Queens,47,2,0,,5,59
4,Queens,55,1,11,3.37,2,64
4,Queens,57,2,10,4.35,2,31
4,Queens,120,3,0,,2,173
4,Queens,55,2,29,1.86,7,155
4,Queens,44,2,17,6.89,4,87
4,Queens,35,7,0,,1,0
4,Queens,250,3,1,1,1,95
4,Queens,40,1,61,3.32,7,154
4,Queens,51,1,8,0.33,1,0
4,Queens,110,1,1,0.05,1,0
4,Queens,71,2,60,2.28,7,124
4,Queens,75,1,0,,1,87
4,Queens,150,2,2,0.08,1,0
4,Queens,35,1,0,,1,0
4,Queens,27,1,0,,4,0
4,Queens,99,4,0,,2,75
4,Queens,59,5,30,1.37,2,321
4,Queens,150,1,0,,1,89
4,Queens,69,1,14,0.49,2,0
4,Queens,89,1,74,4.48,5,309
4,Queens,65,2,2,2,1,60
4,Queens,45,1,7,5.53,6,59
4,Queens,67,3,80,2.13,3,228
4,Queens,30,2,13,7.36,2,139
4,Queens,65,1,74,3.19,1,354
4,Queens,29,1,0,,4,79
4,Queens,55,1,10,6.67,6,65
4,Queens,50,1,0,,1,0
4,Queens,101,2,51,3.32,2,152
4,Queens,60,3,0,,3,0
4,Queens,50,1,37,3.43,7,168
4,Queens,45,2,34,1.42,1,327
4,Queens,55,10,11,1.52,2,79
4,Queens,160,7,0,,1,0
4,Queens,180,1,0,,2,0
4,Queens,29,1,1,1,4,76
4,Queens,35,1,40,3.96,7,129
4,Queens,28,2,6,3.6,5,320
4,Queens,25,2,6,4.62,5,334
4,Queens,70,2,1,1,1,178
4,Queens,55,1,53,2.82,7,161
4,Queens,45,3,46,1.1,4,333
4,Queens,100,1,11,4.29,1,174
4,Queens,55,1,2,0.09,1,83
4,Queens,30,1,9,6.14,2,131
4,Queens,130,2,2,0.35,3,138
4,Queens,55,3,10,0.27,4,314
4,Queens,45,3,104,1.78,4,333
4,Queens,47,2,0,,5,41
4,Queens,80,1,0,,2,365
4,Queens,60,3,7,4.29,3,0
4,Queens,45,3,4,0.35,4,338
4,Queens,319,1,0,,3,363
4,Queens,57,1,5,1.32,1,59
4,Queens,45,3,1,1,2,87
4,Queens,49,1,41,2.46,5,276
4,Queens,30,2,5,3,5,255
4,Queens,120,1,10,4.48,1,357
4,Queens,35,2,10,0.78,3,357
4,Queens,99,1,82,5.36,1,338
4,Queens,60,2,3,3,1,61
4,Queens,55,3,7,0.25,2,347
4,Queens,90,3,7,0.5,1,184
4,Queens,115,7,1,1,1,0
4,Queens,40,1,2,1.54,2,60
4,Queens,180,1,5,0.37,1,364
4,Queens,195,4,0,,1,0
4,Queens,45,1,0,,1,361
4,Queens,40,30,0,,35,257
4,Queens,40,30,1,0.5,35,325
4,Queens,50,1,31,5.85,1,195
4,Queens,43,30,1,0.17,35,213
4,Queens,90,3,36,1.22,1,358
4,Queens,130,1,7,0.53,2,365
4,Queens,110,6,6,0.32,1,364
4,Queens,38,30,2,0.07,35,241
4,Queens,29,1,5,0.81,2,146
4,Queens,145,5,0,,2,358
4,Queens,100,1,0,,1,365
4,Queens,40,30,0,,35,340
4,Queens,95,3,0,,2,89
4,Queens,38,30,4,0.17,35,221
4,Queens,38,30,3,0.11,35,284
4,Queens,38,30,5,0.18,35,263
4,Queens,23,1,68,4.8,3,363
4,Queens,90,1,0,,1,365
4,Queens,50,7,7,0.31,2,336
4,Queens,19,1,24,3.85,3,357
4,Queens,300,3,0,,1,365
4,Queens,30,1,7,0.31,2,318
4,Queens,210,7,0,,1,12
4,Queens,50,1,63,3.33,3,363
4,Queens,100,5,7,0.19,2,365
4,Queens,100,2,4,2.73,1,55
4,Queens,135,2,1,0.86,1,185
4,Queens,60,1,12,3.53,1,87
4,Queens,50,1,2,0.17,1,358
4,Queens,35,1,15,2.05,2,152
4,Queens,40,3,0,,1,30
4,Queens,100,3,6,1.17,1,171
4,Queens,100,1,0,,1,88
4,Queens,79,2,121,3.57,1,330
4,Queens,145,3,0,,1,30
4,Queens,45,1,129,7.57,2,85
4,Queens,65,1,162,8.98,2,115
4,Queens,58,1,12,6.21,1,52
4,Queens,1000,7,0,,1,364
4,Queens,145,4,35,1.21,1,127
4,Queens,110,1,0,,1,364
4,Queens,120,1,0,,1,0
4,Queens,250,3,0,,1,36
4,Queens,69,2,30,2.45,1,47
4,Queens,750,1,0,,2,0
4,Queens,398,3,15,0.7,1,166
4,Queens,50,15,2,0.14,1,256
4,Queens,69,1,1,0.04,1,365
4,Queens,40,2,0,,5,275
4,Queens,48,2,49,2.15,5,365
4,Queens,165,2,36,2.78,1,354
4,Queens,45,1,28,1.56,5,363
4,Queens,40,1,56,2.64,5,84
4,Queens,60,14,0,,1,180
4,Queens,75,1,56,1.54,1,292
4,Queens,85,1,18,5.14,1,155
4,Queens,45,1,52,2.62,5,353
4,Queens,400,1,0,,1,364
4,Queens,100,1,58,2.07,1,362
4,Queens,69,4,10,1.71,1,96
4,Queens,43,1,0,,1,0
4,Queens,189,1,6,0.75,2,87
4,Queens,105,1,14,0.39,2,365
4,Queens,50,1,13,3.68,1,164
4,Queens,128,1,0,,1,365
4,Queens,88,1,3,0.33,1,167
4,Queens,50,1,0,,3,354
4,Queens,110,1,18,1.78,1,6
4,Queens,125,1,0,,1,8
4,Queens,190,5,0,,1,179
4,Queens,950,1,9,0.24,1,93
4,Queens,75,1,6,1.06,1,55
4,Queens,59,1,15,2.27,7,360
4,Queens,100,2,0,,1,83
4,Queens,69,1,20,0.66,7,362
4,Queens,75,1,9,1.73,3,348
4,Queens,99,1,21,2.03,2,363
4,Queens,140,1,3,0.16,2,85
4,Queens,59,1,116,2.34,2,0
4,Queens,140,2,1,0.01,1,89
4,Queens,99,2,23,5.04,3,133
4,Queens,150,2,7,4.88,1,320
4,Queens,125,2,0,,1,87
4,Queens,75,2,22,4.46,3,157
4,Queens,110,1,0,,1,0
4,Queens,50,1,0,,3,110
4,Queens,50,1,25,9.87,11,308
4,Queens,55,1,14,0.61,1,11
4,Queens,55,1,2,2,3,360
4,Queens,55,1,24,6.26,2,25
4,Queens,120,1,0,,1,362
4,Queens,116,1,16,4.44,9,349
4,Queens,50,3,39,2.85,12,160
4,Queens,47,1,20,5.56,9,351
4,Queens,79,3,38,2.17,12,181
4,Queens,40,7,3,3,12,162
4,Queens,78,1,4,2.67,15,168
4,Queens,80,1,6,0.46,1,361
4,Queens,125,2,3,0.14,1,0
4,Queens,65,2,13,0.55,1,305
4,Queens,30,2,27,2.21,1,214
4,Queens,60,1,1,0.32,1,0
4,Queens,75,2,0,,1,151
4,Queens,80,2,3,0.12,5,358
4,Queens,138,1,0,,2,365
4,Queens,60,1,5,1.6,2,180
4,Queens,179,1,6,4.5,1,328
4,Queens,100,1,80,6.45,1,326
4,Queens,80,2,1,1,1,170
4,Queens,169,1,0,,1,152
4,Queens,200,2,46,3.48,1,329
4,Queens,120,1,9,4.66,2,321
4,Queens,350,3,1,0.07,1,0
4,Queens,119,2,0,,2,84
4,Queens,160,2,15,0.63,9,0
4,Queens,268,1,5,3.85,15,165
